ST_FIPS,CONTROL,PREDDEG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,LATITUDE,LONGITUDE
Tennessee,Private For-profit,Certificate,0.5609,0.3144,0.0597,0.003,0.0047,0.0012,0.0201,0.0006,0.0355,36.194393,-86.744005
Georgia,Public,Certificate,0.6017,0.3145,0.0511,0.003,0.0006,0.003,0.0244,0.0018,0.0,32.395767,-81.818517
Arkansas,Public,Certificate,0.8713,0.0081,0.0274,0.003,0.0071,0.001,0.0365,0.0,0.0456,36.320466,-92.388581
Alabama,Private For-profit,Certificate,0.1306,0.8427,0.003,0.003,0.0,0.003,0.0178,0.0,0.0,32.384006,-86.252163
Arizona,Private For-profit,Certificate,0.3786,0.0448,0.3931,0.0029,0.0592,0.0014,0.0116,0.0,0.1084,33.537249,-112.157344
Kentucky,Public,Certificate,0.9473,0.0062,0.0091,0.0029,0.0016,0.0004,0.0124,0.0,0.0202,37.688248,-82.778847
Louisiana,Public,Bachelor's degree,0.0168,0.7068,0.0064,0.0029,0.0029,0.0,0.0,0.0168,0.2474,30.026162,-90.044912
Ohio,Public,Associate degree,0.906,0.0269,0.0077,0.0029,0.001,0.001,0.0374,0.0019,0.0154,38.524781,-82.666876
South Carolina,Private Nonprofit,Bachelor's degree,0.0086,0.9585,0.0014,0.0029,0.01,0.0014,0.0029,0.0,0.0143,34.010348,-81.020045
Tennessee,Private Nonprofit,Bachelor's degree,0.6944,0.1517,0.0331,0.0029,0.0066,0.0022,0.0125,0.0677,0.0287,36.172435,-82.760818
Arkansas,Public,Bachelor's degree,0.0345,0.9092,0.0186,0.0028,0.0016,0.0,0.0174,0.0138,0.002,34.244031,-92.018683
Maryland,Private For-profit,Certificate,0.1643,0.7549,0.039,0.0028,0.0,0.0,0.039,0.0,0.0,39.403271,-76.604593
Tennessee,Public,Certificate,0.9576,0.0056,0.0254,0.0028,0.0,0.0,0.0085,0.0,0.0,35.946609,-85.039137
Texas,Private Nonprofit,Bachelor's degree,0.0535,0.6384,0.2694,0.0028,0.0018,0.0,0.0065,0.0221,0.0055,30.264667,-97.721691
Florida,Private Nonprofit,Certificate,0.415,0.1281,0.4234,0.0028,0.0084,0.0056,0.0084,0.0,0.0084,26.596006,-81.870312
Texas,Private For-profit,Certificate,0.4844,0.0397,0.4391,0.0028,0.0142,0.0,0.0057,0.0,0.0142,27.68504,-97.363145
Kentucky,Private For-profit,Associate degree,0.4545,0.3778,0.0341,0.0028,0.0,0.0,0.0341,0.0085,0.0881,38.223667,-85.563365
Pennsylvania,Private For-profit,Certificate,0.3068,0.1591,0.4304,0.0028,0.0028,0.0028,0.0795,0.0,0.0156,40.64006,-75.448981
Florida,Public,Certificate,0.3009,0.1714,0.5061,0.0027,0.0054,0.0027,0.0108,0.0,0.0,26.141141,-81.763568
Ohio,Private Nonprofit,Associate degree,0.6649,0.035,0.0251,0.0027,0.0042,0.0015,0.0,0.0374,0.2292,40.762917,-84.157004
Virginia,Private Nonprofit,Bachelor's degree,0.0088,0.9355,0.015,0.0027,0.0044,0.0,0.0,0.0044,0.0292,37.562405,-77.450903
West Virginia,Private For-profit,Bachelor's degree,0.3855,0.2008,0.0817,0.0027,0.004,0.0094,0.0187,0.1178,0.1794,39.288632,-80.571767
Georgia,Public,Bachelor's degree,0.03,0.9196,0.018,0.0026,0.0009,0.0,0.0257,0.0021,0.0013,32.537595,-83.89537
Kentucky,Private Nonprofit,Bachelor's degree,0.614,0.0971,0.0068,0.0026,0.0021,0.0016,0.0239,0.0,0.2519,37.101502,-85.299997
Mississippi,Public,Associate degree,0.5203,0.4401,0.0115,0.0026,0.0034,0.0004,0.0094,0.0,0.0124,31.69272,-90.400234
Mississippi,Public,Associate degree,0.2712,0.6869,0.0152,0.0026,0.0016,0.0,0.0,0.0,0.0225,33.444906,-90.502053
South Carolina,Public,Certificate,0.329,0.6581,0.0,0.0026,0.0026,0.0,0.0,0.0,0.0077,33.657085,-79.817984
Texas,Public,Associate degree,0.0253,0.0015,0.953,0.0026,0.0003,0.0,0.0023,0.0087,0.0064,25.899628,-97.492241
Texas,Public,Associate degree,0.0787,0.0126,0.8854,0.0026,0.0075,0.0013,0.0049,0.0,0.007,29.219671,-99.741237
Oklahoma,Public,Certificate,0.4215,0.0105,0.1073,0.0026,0.2906,0.0052,0.1099,0.0,0.0524,35.108561,-98.443443
Alabama,Private Nonprofit,Bachelor's degree,0.0281,0.851,0.0406,0.0025,0.0033,0.0008,0.0215,0.043,0.0091,33.433472,-86.112704
Washington,Private For-profit,Certificate,0.3849,0.0655,0.2475,0.0025,0.1069,0.0599,0.0666,0.0,0.0662,45.617798,-122.494766
Kentucky,Public,Certificate,0.9678,0.0081,0.0105,0.0025,0.0012,0.0,0.0087,0.0,0.0012,37.234897,-83.175644
Michigan,Private Nonprofit,Bachelor's degree,0.5309,0.0494,0.0395,0.0025,0.0123,0.0074,0.0321,0.0025,0.3235,47.127868,-88.588756
Ohio,Private Nonprofit,Bachelor's degree,0.3388,0.0872,0.0386,0.0025,0.002,0.0005,0.0206,0.1103,0.3995,41.118316,-83.184197
Pennsylvania,Private For-profit,Associate degree,0.9579,0.0173,0.0173,0.0025,0.0,0.0,0.005,0.0,0.0,40.775033,-77.855466
Georgia,Public,Certificate,0.6598,0.2432,0.0805,0.0025,0.0,0.0,0.009,0.0041,0.0008,32.20393,-82.365827
Florida,Private For-profit,Certificate,0.1287,0.5347,0.0842,0.0025,0.0,0.0,0.0,0.0,0.25,26.702663,-80.085147
Arkansas,Public,Certificate,0.9119,0.0346,0.011,0.0024,0.0055,0.0016,0.0118,0.0,0.0212,36.239793,-90.951033
Colorado,Private For-profit,Certificate,0.5125,0.0333,0.3436,0.0024,0.0725,0.0048,0.0,0.0,0.0309,39.116346,-108.53062
Georgia,Private Nonprofit,Bachelor's degree,0.7916,0.0807,0.053,0.0024,0.0036,0.0,0.0,0.0289,0.0398,34.596306,-83.748911
Michigan,Public,Certificate,0.9274,0.0047,0.0032,0.0024,0.0079,0.0016,0.0316,0.0024,0.0189,43.253191,-85.100181
North Carolina,Public,Certificate,0.5788,0.2906,0.0501,0.0024,0.0134,0.0024,0.0269,0.0098,0.0256,36.431674,-78.980607
North Carolina,Public,Associate degree,0.6011,0.1958,0.054,0.0024,0.0685,0.0016,0.0298,0.0032,0.0435,34.331749,-78.783365
Pennsylvania,Private Nonprofit,Associate degree,0.8744,0.0095,0.0782,0.0024,0.0,0.0,0.0261,0.0,0.0095,41.450409,-75.642476
Tennessee,Public,Certificate,0.8979,0.0119,0.0428,0.0024,0.0,0.0024,0.0333,0.0024,0.0071,36.39594,-85.317248
Texas,Private For-profit,Certificate,0.0094,0.0,0.9365,0.0024,0.0047,0.0,0.0,0.0,0.0471,26.233652,-98.241774
West Virginia,Private Nonprofit,Bachelor's degree,0.6744,0.1195,0.0341,0.0024,0.0049,0.0085,0.0171,0.0171,0.122,40.070873,-80.690804
Louisiana,Private Nonprofit,Associate degree,0.2403,0.5752,0.0655,0.0024,0.0049,0.0,0.0194,0.0,0.0922,30.001605,-90.239525
Georgia,Private For-profit,Associate degree,0.1085,0.842,0.0047,0.0024,0.0071,0.0,0.0142,0.0,0.0212,32.897821,-83.687065
Louisiana,Private Nonprofit,Bachelor's degree,0.0046,0.8373,0.0008,0.0023,0.0053,0.0023,0.0023,0.0107,0.1345,29.996587,-90.06464
Louisiana,Public,Certificate,0.4603,0.4264,0.0304,0.0023,0.014,0.0187,0.0269,0.0035,0.0175,32.586037,-93.26302
Tennessee,Public,Certificate,0.7945,0.0525,0.105,0.0023,0.0,0.0,0.0137,0.0023,0.0297,35.485655,-86.421097
Virginia,Private Nonprofit,Bachelor's degree,0.6043,0.248,0.0451,0.0023,0.0023,0.0023,0.0372,0.0304,0.0282,37.244557,-81.246233
Texas,Private For-profit,Certificate,0.0208,0.0,0.9745,0.0023,0.0023,0.0,0.0,0.0,0.0,26.239856,-98.234872
Arkansas,Public,Certificate,0.5504,0.1196,0.2713,0.0022,0.0089,0.0011,0.0465,0.0,0.0,34.043389,-94.3673
Georgia,Private Nonprofit,Bachelor's degree,0.0044,0.9161,0.0221,0.0022,0.0022,0.0,0.0199,0.0088,0.0243,33.469545,-81.993225
Illinois,Private Nonprofit,Bachelor's degree,0.5655,0.1114,0.0469,0.0022,0.0011,0.0011,0.0033,0.0229,0.2456,39.938898,-91.385975
Ohio,Private For-profit,Certificate,0.6983,0.2066,0.063,0.0022,0.0044,0.0011,0.021,0.0,0.0033,41.518038,-81.656868
Tennessee,Public,Certificate,0.9002,0.0586,0.0174,0.0022,0.0065,0.0,0.0087,0.0,0.0065,35.221452,-88.319153
Florida,Private For-profit,Certificate,0.5313,0.2931,0.0895,0.0022,0.0089,0.0078,0.0403,0.0,0.0268,30.282647,-81.560428
Florida,Private For-profit,Certificate,0.0696,0.6957,0.2174,0.0022,0.0022,0.0022,0.0087,0.0,0.0022,26.270878,-80.203455
Arkansas,Public,Certificate,0.5879,0.3076,0.0415,0.0021,0.0041,0.0004,0.046,0.0095,0.0008,33.590909,-91.811153
Mississippi,Public,Bachelor's degree,0.0326,0.9197,0.0085,0.0021,0.0026,0.0,0.0156,0.0189,0.0,32.296105,-90.207405
South Carolina,Public,Bachelor's degree,0.0224,0.9507,0.0025,0.0021,0.0025,0.0004,0.0012,0.0008,0.0174,33.497968,-80.848722
Kentucky,Private Nonprofit,Bachelor's degree,0.6554,0.1733,0.0299,0.002,0.004,0.0,0.0378,0.0418,0.0558,38.338805,-82.945561
Kentucky,Private Nonprofit,Bachelor's degree,0.6999,0.1406,0.0229,0.002,0.006,0.002,0.0309,0.0867,0.009,36.870875,-83.888477
Mississippi,Public,Associate degree,0.5291,0.3412,0.025,0.002,0.0572,0.002,0.0179,0.0102,0.0153,32.441164,-89.113706
North Carolina,Private Nonprofit,Bachelor's degree,0.0142,0.8459,0.0304,0.002,0.0041,0.002,0.0081,0.0122,0.0811,35.243033,-80.857251
North Dakota,Public,Associate degree,0.5787,0.1673,0.0669,0.002,0.0413,0.002,0.0512,0.0827,0.0079,48.832505,-100.441103
Texas,Public,Associate degree,0.0114,0.0005,0.9805,0.002,0.0003,0.0001,0.0002,0.0014,0.0036,27.506477,-99.520772
North Carolina,Private Nonprofit,Bachelor's degree,0.5645,0.2016,0.0887,0.002,0.002,0.002,0.0282,0.0101,0.1008,36.087962,-80.250153
Maryland,Public,Associate degree,0.7238,0.2133,0.021,0.0019,0.0057,0.0,0.0152,0.019,0.0,39.560493,-79.342923
Maryland,Private For-profit,Certificate,0.0965,0.6772,0.026,0.0019,0.0019,0.0,0.0019,0.0,0.1948,39.264664,-76.544942
Florida,Private For-profit,Associate degree,0.0124,0.039,0.8807,0.0019,0.0019,0.0,0.0111,0.0526,0.0003,25.86178,-80.321846
Illinois,Private For-profit,Certificate,0.6541,0.2817,0.0302,0.0019,0.0,0.0,0.0208,0.0,0.0113,40.642287,-89.543531
Alabama,Public,Bachelor's degree,0.0186,0.912,0.0088,0.0018,0.0022,0.0016,0.0118,0.007,0.0361,34.783368,-86.568502
Alabama,Private Nonprofit,Certificate,0.2813,0.5956,0.0184,0.0018,0.0074,0.0,0.0276,0.0018,0.0662,33.468466,-86.832465
Arkansas,Public,Certificate,0.6979,0.2049,0.0495,0.0018,0.0035,0.0018,0.0371,0.0035,0.0,34.378745,-92.821416
Arkansas,Private Nonprofit,Associate degree,0.3779,0.5659,0.0369,0.0018,0.0141,0.0018,0.0,0.0,0.0018,34.75933,-92.261331
Indiana,Private Nonprofit,Bachelor's degree,0.7478,0.0746,0.0391,0.0018,0.0053,0.0,0.032,0.0337,0.0657,38.340891,-87.35144
Ohio,Private For-profit,Certificate,0.66,0.1873,0.1018,0.0018,0.0018,0.0,0.0436,0.0,0.0036,41.582662,-83.683042
Kansas,Public,Certificate,0.4708,0.2583,0.0625,0.0017,0.0483,0.0025,0.1275,0.0283,0.0,37.033814,-95.621374
Kentucky,Public,Certificate,0.9273,0.0205,0.0227,0.0017,0.0013,0.0,0.018,0.0,0.0086,38.626607,-83.806786
Maine,Public,Associate degree,0.8769,0.0325,0.0222,0.0017,0.0274,0.0034,0.0137,0.0137,0.0085,46.694668,-68.034796
Missouri,Public,Associate degree,0.8627,0.0194,0.0556,0.0017,0.0008,0.0,0.0244,0.0185,0.0168,40.078096,-93.617353
North Carolina,Private Nonprofit,Bachelor's degree,0.0157,0.8267,0.0,0.0017,0.0026,0.0017,0.0287,0.0,0.1228,35.670877,-80.483956
North Carolina,Private Nonprofit,Associate degree,0.1684,0.5758,0.0,0.0017,0.0118,0.0,0.0741,0.0101,0.1582,36.105035,-78.29898
New Jersey,Private For-profit,Certificate,0.19,0.475,0.133,0.0017,0.0017,0.0,0.0294,0.0,0.1693,39.94847,-74.955631
Tennessee,Private For-profit,Certificate,0.6233,0.1575,0.1558,0.0017,0.0,0.0,0.0616,0.0,0.0,36.187738,-86.842536
Iowa,Public,Associate degree,0.5907,0.2171,0.0822,0.0016,0.0062,0.0031,0.0248,0.0248,0.0496,42.527524,-93.265853
Mississippi,Public,Bachelor's degree,0.0222,0.9137,0.0074,0.0016,0.0019,0.0039,0.0,0.0493,0.0,31.877216,-91.142854
Mississippi,Private Nonprofit,Bachelor's degree,0.8172,0.1068,0.0194,0.0016,0.0049,0.0,0.0194,0.0307,0.0,34.67209,-89.02924
New York,Private Nonprofit,Bachelor's degree,0.0063,0.1956,0.7684,0.0016,0.0,0.0016,0.0266,0.0,0.0,40.833434,-73.9458
Louisiana,Private For-profit,Associate degree,0.1779,0.7529,0.0247,0.0016,0.0049,0.0,0.0198,0.0,0.0181,32.524328,-92.10098
Montana,Private Nonprofit,Associate degree,0.2158,0.0045,0.0193,0.0015,0.756,0.0,0.0015,0.0,0.0015,47.598592,-114.111635
West Virginia,Public,Associate degree,0.9814,0.0119,0.0,0.0015,0.0007,0.0015,0.003,0.0,0.0,37.851756,-82.023014
South Carolina,Private For-profit,Certificate,0.231,0.696,0.0194,0.0015,0.003,0.003,0.0164,0.0,0.0298,32.953274,-80.044585
Arkansas,Public,Certificate,0.4324,0.5394,0.0155,0.0014,0.0014,0.0,0.0,0.0,0.0099,34.546155,-90.616884
Florida,Private For-profit,Certificate,0.0298,0.0994,0.0156,0.0014,0.0028,0.0,0.017,0.0,0.8338,30.23886,-81.581748
Minnesota,Public,Certificate,0.7352,0.1288,0.0333,0.0014,0.0347,0.0,0.0593,0.0029,0.0043,47.524561,-92.549092
North Carolina,Public,Certificate,0.5977,0.2408,0.1045,0.0014,0.0014,0.0007,0.0252,0.0036,0.0245,35.533587,-76.96535
North Carolina,Private Nonprofit,Bachelor's degree,0.1844,0.6564,0.0337,0.0014,0.01,0.0014,0.0222,0.0258,0.0646,36.436258,-77.099141
Virginia,Private Nonprofit,Bachelor's degree,0.0142,0.9593,0.0131,0.0014,0.0025,0.0003,0.0003,0.0082,0.0008,37.019944,-76.339161
Virginia,Public,Certificate,0.9601,0.0107,0.0078,0.0014,0.0036,0.0,0.0143,0.0007,0.0014,36.854421,-82.758277
Arkansas,Public,Certificate,0.7263,0.1775,0.0403,0.0014,0.0041,0.0,0.0164,0.0007,0.0334,35.638722,-91.188846
North Carolina,Public,Associate degree,0.3025,0.6109,0.0343,0.0013,0.0084,0.0006,0.0129,0.0071,0.022,35.879867,-77.571786
Virginia,Public,Bachelor's degree,0.0045,0.2451,0.0033,0.0013,0.0015,0.0,0.0,0.0125,0.7318,37.234692,-77.419026
South Carolina,Private For-profit,Bachelor's degree,0.1757,0.7379,0.025,0.0013,0.0089,0.0004,0.0303,0.0004,0.0201,34.85654,-82.357811
Florida,Private For-profit,Certificate,0.1086,0.5785,0.2526,0.0013,0.0013,0.0013,0.0118,0.0,0.0445,26.705217,-80.136749
Georgia,Public,Certificate,0.2038,0.755,0.019,0.0012,0.0028,0.0012,0.0155,0.0016,0.0,31.55434,-84.174284
Louisiana,Public,Bachelor's degree,0.0107,0.9012,0.0151,0.0012,0.0015,0.0002,0.0192,0.0462,0.0046,32.523797,-92.713245
Tennessee,Public,Certificate,0.9259,0.0116,0.0336,0.0012,0.0012,0.0012,0.0162,0.0046,0.0046,36.204643,-83.299503
Utah,Public,Associate degree,0.869,0.0056,0.0631,0.0012,0.0024,0.0074,0.005,0.0442,0.0021,39.360177,-111.58296
Georgia,Private For-profit,Certificate,0.0199,0.8914,0.0584,0.0012,0.0047,0.0023,0.0175,0.0,0.0047,33.574109,-84.335896
Arkansas,Private Nonprofit,Bachelor's degree,0.002,0.935,0.018,0.001,0.001,0.003,0.023,0.017,0.0,34.737131,-92.283015
Florida,Private Nonprofit,Bachelor's degree,0.0403,0.8657,0.03,0.001,0.001,0.001,0.0238,0.0021,0.0351,30.34479,-81.684879
Ohio,Public,Bachelor's degree,0.0063,0.8831,0.0053,0.001,0.001,0.0,0.0159,0.0433,0.0443,39.715787,-83.880186
Texas,Private Nonprofit,Bachelor's degree,0.0429,0.7665,0.1141,0.001,0.0031,0.001,0.0042,0.0031,0.0639,32.587942,-95.181513
Texas,Private Nonprofit,Bachelor's degree,0.0307,0.8292,0.0921,0.001,0.0029,0.0,0.0211,0.023,0.0,32.37456,-95.312454
Alabama,Private For-profit,Bachelor's degree,0.2121,0.7294,0.0146,0.001,0.0063,0.0,0.0251,0.001,0.0104,33.43872,-86.717661
Puerto Rico,Private Nonprofit,Bachelor's degree,0.0076,0.0069,0.9814,0.0009,0.0026,0.0006,0.0,0.0,0.0,18.368988,-66.077711
Ohio,Public,Associate degree,0.935,0.0188,0.0078,0.0008,0.0,0.0024,0.0219,0.0,0.0133,39.236924,-83.614085
Tennessee,Private Nonprofit,Bachelor's degree,0.0024,0.9083,0.0081,0.0008,0.0008,0.0,0.0073,0.0,0.0722,35.627378,-88.806535
Florida,Private Nonprofit,Bachelor's degree,0.0099,0.8044,0.0326,0.0006,0.0019,0.0003,0.0235,0.0171,0.1097,29.207195,-81.032946
Georgia,Private Nonprofit,Bachelor's degree,0.0009,0.888,0.0018,0.0006,0.0018,0.0,0.0,0.038,0.069,33.747628,-84.412584
Puerto Rico,Public,Bachelor's degree,0.0055,0.0267,0.8367,0.0006,0.0045,0.0,0.0031,0.0,0.1228,18.402826,-66.050009
Georgia,Public,Bachelor's degree,0.0355,0.814,0.0871,0.0005,0.0024,0.0003,0.0382,0.0171,0.0048,32.024781,-81.063377
Georgia,Private Nonprofit,Bachelor's degree,0.0014,0.9709,0.0009,0.0005,0.0185,0.0,0.0005,0.0074,0.0,33.745279,-84.411527
South Carolina,Private Nonprofit,Bachelor's degree,0.0083,0.8744,0.0162,0.0005,0.0037,0.0,0.0,0.0309,0.0661,34.012941,-81.020403
Puerto Rico,Private Nonprofit,Bachelor's degree,0.0008,0.0002,0.9924,0.0004,0.0,0.0,0.0,0.0029,0.0033,18.00165,-66.617138
Puerto Rico,Private For-profit,Certificate,0.0021,0.0025,0.9942,0.0004,0.0004,0.0,0.0,0.0,0.0004,18.237102,-66.053276
Puerto Rico,Private Nonprofit,Bachelor's degree,0.0028,0.0006,0.9941,0.0003,0.0023,0.0,0.0,0.0,0.0,18.47509,-66.75901
Puerto Rico,Private Nonprofit,Bachelor's degree,0.0022,0.0,0.9964,0.0002,0.0012,0.0,0.0,0.0,0.0,18.007388,-66.578498
Puerto Rico,Private Nonprofit,Bachelor's degree,0.0072,0.0031,0.9822,0.0002,0.0058,0.0014,0.0,0.0,0.0,18.351631,-66.182473
Alabama,Private For-profit,Certificate,0.7831,0.0602,0.1566,0.0,0.0,0.0,0.0,0.0,0.0,34.27871,-86.196931
Alabama,Public,Certificate,0.4312,0.5463,0.0135,0.0,0.009,0.0,0.0,0.0,0.0,32.582312,-86.392369
Alabama,Private Nonprofit,Bachelor's degree,0.033,0.9483,0.0078,0.0,0.0006,0.0,0.0097,0.0,0.0006,33.482442,-86.908751
Alabama,Private Nonprofit,Bachelor's degree,0.0197,0.9704,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,32.420387,-87.032392
Alabama,Private Nonprofit,Bachelor's degree,0.0566,0.8462,0.0029,0.0,0.0015,0.0,0.0,0.0,0.0929,33.200006,-87.585278
Arizona,Private For-profit,Certificate,0.2353,0.0686,0.598,0.0,0.0294,0.0,0.0294,0.0,0.0392,32.235657,-110.927187
Arizona,Private For-profit,Certificate,0.37,0.0661,0.2863,0.0,0.0396,0.0088,0.0837,0.0,0.1454,32.224391,-110.983056
Arizona,Private Nonprofit,Associate degree,0.0968,0.0,0.1452,0.0,0.3065,0.0161,0.4355,0.0,0.0,35.194495,-111.657673
Arizona,Private For-profit,Certificate,0.5676,0.0,0.1351,0.0,0.1081,0.0,0.027,0.0,0.1622,35.197151,-111.625936
Arizona,Private For-profit,Certificate,0.3958,0.375,0.1042,0.0,0.0417,0.0,0.0625,0.0,0.0208,33.347586,-111.860423
Arizona,Public,Associate degree,0.0029,0.0007,0.0014,0.0,0.99,0.0021,0.0007,0.0021,0.0,36.293328,-109.21684
Arizona,Private For-profit,Certificate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45489,-112.086161
Arizona,Private For-profit,Certificate,0.0115,0.1149,0.1379,0.0,0.023,0.0,0.0115,0.0,0.7011,33.538093,-112.118168
Arkansas,Private For-profit,Certificate,0.8,0.0667,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,35.27902,-93.135369
Arkansas,Private For-profit,Certificate,0.0469,0.8984,0.0234,0.0,0.0,0.0,0.0078,0.0,0.0234,34.753843,-92.266429
Arkansas,Private For-profit,Certificate,0.7419,0.0968,0.0645,0.0,0.0968,0.0,0.0,0.0,0.0,35.379955,-94.410967
Arkansas,Public,Certificate,0.3631,0.6071,0.0238,0.0,0.0,0.0,0.006,0.0,0.0,35.039816,-90.767321
Arkansas,Private For-profit,Certificate,0.1818,0.7769,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,34.75128,-92.341891
Arkansas,Private For-profit,Certificate,0.7857,0.0,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,34.496057,-93.037277
Arkansas,Private For-profit,Certificate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.760085,-92.254171
Arkansas,Private For-profit,Certificate,0.5333,0.4333,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,33.216032,-92.664101
Arkansas,Private For-profit,Certificate,0.8133,0.0933,0.0667,0.0,0.0267,0.0,0.0,0.0,0.0,35.239148,-91.735135
Arkansas,Private For-profit,Certificate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.735685,-92.289597
California,Private For-profit,Certificate,0.3077,0.4615,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,33.729535,-117.987762
California,Private Nonprofit,Certificate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.787343,-122.40475
California,Private For-profit,Bachelor's degree,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,37.430325,-122.10866
California,Private For-profit,Non-degree-granting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.753135,-117.86524
California,Private Nonprofit,Certificate,0.0164,0.0,0.9836,0.0,0.0,0.0,0.0,0.0,0.0,36.931833,-121.767991
California,Private Nonprofit,Certificate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.707333,-121.65236
California,Private Nonprofit,Certificate,0.5,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.0,40.880924,-123.988808
California,Private For-profit,Certificate,0.1,0.02,0.76,0.0,0.0,0.0,0.0,0.1,0.02,34.195384,-119.181423
California,Private Nonprofit,Bachelor's degree,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,36.599736,-121.897325
California,Private For-profit,Certificate,0.3364,0.1273,0.5273,0.0,0.0,0.0,0.0,0.0091,0.0,34.256683,-118.499693
California,Private Nonprofit,Bachelor's degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.061315,-118.298408
California,Private For-profit,Certificate,0.0118,0.0,0.8471,0.0,0.0,0.0,0.0,0.1176,0.0235,34.075561,-118.039028
California,Private For-profit,Certificate,0.2035,0.1395,0.5988,0.0,0.0174,0.0,0.0,0.0,0.0407,34.108247,-117.631783
California,Private Nonprofit,Graduate degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.06597,-118.289523
California,Private Nonprofit,Associate degree,0.4188,0.265,0.1795,0.0,0.0085,0.0342,0.0769,0.0171,0.0,38.645152,-121.362642
California,Private Nonprofit,Bachelor's degree,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,34.085465,-118.346613
Colorado,Private For-profit,Certificate,0.7397,0.0,0.2192,0.0,0.0,0.0,0.0137,0.0,0.0274,39.078114,-108.56521
Colorado,Private Nonprofit,Certificate,0.0,0.1429,0.7143,0.0,0.0,0.0,0.1429,0.0,0.0,39.86156,-104.985441
New York,Private Nonprofit,Associate degree,0.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,41.123098,-74.081172
Connecticut,Private For-profit,Certificate,0.5648,0.171,0.1865,0.0,0.0052,0.0,0.0052,0.0052,0.0622,41.394495,-72.85745
Connecticut,Private For-profit,Certificate,0.375,0.3311,0.2804,0.0,0.0034,0.0,0.0068,0.0034,0.0,41.979699,-72.450218
District of Columbia,Private Nonprofit,Certificate,0.5122,0.2927,0.0732,0.0,0.0,0.0,0.122,0.0,0.0,38.910024,-77.065095
Florida,Private Nonprofit,Bachelor's degree,0.0159,0.0159,0.8254,0.0,0.0,0.0,0.0079,0.0476,0.0873,25.794178,-80.356315
Florida,Private Nonprofit,Bachelor's degree,0.5126,0.1759,0.2161,0.0,0.005,0.005,0.0352,0.0402,0.0101,28.302547,-81.363053
Florida,Private Nonprofit,Bachelor's degree,0.0072,0.667,0.0797,0.0,0.0,0.0009,0.0081,0.1665,0.0707,25.918278,-80.270753
Florida,Private For-profit,Certificate,0.7111,0.1333,0.0444,0.0,0.0,0.0111,0.1,0.0,0.0,29.593428,-82.338273
Florida,Private For-profit,Certificate,0.2857,0.2857,0.381,0.0,0.0,0.0,0.0476,0.0,0.0,27.411962,-80.325377
Florida,Private Nonprofit,Bachelor's degree,0.65,0.0864,0.1,0.0,0.0,0.0091,0.0,0.0364,0.1182,27.066304,-80.13184
Florida,Public,Certificate,0.1009,0.599,0.2912,0.0,0.0026,0.0,0.0064,0.0,0.0,25.794676,-80.208154
Florida,Private For-profit,Certificate,0.0547,0.0299,0.8856,0.0,0.0,0.0,0.0,0.0,0.0299,25.759918,-80.304459
Florida,Public,Associate degree,0.6529,0.2669,0.0689,0.0,0.0013,0.0,0.0063,0.0038,0.0,30.473841,-83.420732
Florida,Private Nonprofit,Bachelor's degree,0.3333,0.0476,0.2619,0.0,0.0,0.0238,0.0,0.3095,0.0238,25.742579,-80.337411
Florida,Private Nonprofit,Bachelor's degree,0.8095,0.0,0.0,0.0,0.0,0.0,0.0,0.1905,0.0,25.811996,-80.136293
Florida,Public,Certificate,0.7533,0.2067,0.0133,0.0,0.02,0.0,0.0067,0.0,0.0,30.077954,-83.565783
Florida,Private For-profit,Certificate,0.7869,0.0656,0.1311,0.0,0.0,0.0,0.0,0.0,0.0164,27.258563,-82.517445
Florida,Public,Certificate,0.9077,0.0154,0.0615,0.0,0.0,0.0,0.0154,0.0,0.0,28.834861,-82.345563
Georgia,Private For-profit,Certificate,0.0076,0.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.801802,-84.205183
Georgia,Private Nonprofit,Associate degree,0.395,0.6,0.0,0.0,0.0,0.0,0.005,0.0,0.0,33.710709,-84.179775
