Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature °C
United Kingdom of Great Britain and Northern Ireland,1999,2.8153,1.938,1399.5582,1443.2633092687029,26639.1199,1321,9599.8166,-15141.1333,0,22145.1765,8232.7861,1912.357,3135.4508,8262.7689,13123.6902,638.8068,39415.3314,3533.6659,5517.7086,7004.6611,0,0,2977.0213,12576795,46169933,28553554,30081649,141165.80260926872,1.02575
United Kingdom of Great Britain and Northern Ireland,2000,2.7902,1.938,1509.0171,1463.3911657788956,26569.6365,1391,9484.7594,-15141.1333,0,23127.296,8720.536,2098.3847,3234.1228,8116.8347,12306.3562,688.6445,35648.5777,3459.6872,5306.1485,6727.1987,0,0,2666.4927,12585414,46365434,28674538,30175505,137381.6787657789,0.8065833333333333
United Kingdom of Great Britain and Northern Ireland,2001,1.0408,0.7829,1204.2022,1463.3911657788956,26549.1745,1199,9447.7628,-13564.8333,0,23503.7013,9245.12,2029.5075,3385.8314,7917.1684,13188.5985,744.1567,35039.6132,3296.6125,4786.0019,6364.6698,0,0,2479.9192,12568459,46580884,28809410,30282606,138281.4214657789,0.5088333333333334
United Kingdom of Great Britain and Northern Ireland,2002,0,0,1448.5861,1463.3911657788956,26511.6851,1606,9578.7632,-13564.8333,0,22700.0298,8949.2501,1989.193,3219.059,8420.0426,13087.1927,1118.6841,35943.9187,3190.7481,4674.834,6189.6466,0,0,2199.2259,12435493,46913460,28956939,30398751,138725.41686577888,1.1401666666666668
United Kingdom of Great Britain and Northern Ireland,2003,10.6987,1.3051,1348.7861,1463.3911657788956,26473.7289,1040,9712.0268,-13564.8333,0,23311.5406,9286.2249,2010.117,3290.7565,8310.8876,12952.7059,1199.2344,37242.796,3166.5616,4705.7335,6092.4916,0,0,1432.0092,12309693,47270529,29122047,30527752,139486.1622657789,1.1547500000000002
United Kingdom of Great Britain and Northern Ireland,2004,0,0,1387.9058,1463.3911657788956,26432.8466,1102,9846.2075,-13564.8333,0,23354.1609,9861.4262,2038.588,3225.1136,8220.8287,13541.4034,1180.4162,37305.9741,3165.6053,4712.1051,6087.0832,0,0,1281.6741,12198913,47685215,29313408,30682443,140641.89656577885,1.0915833333333331
United Kingdom of Great Britain and Northern Ireland,2005,0.9984,0,1323.1534,1463.3911657788956,26425.2425,1319,9968.4561,-13564.8333,0,22742.3273,10326.7133,2013.8137,3599.153,17776.8702,12945.6808,1152.453,37073.4296,3142.4991,4699.0405,5999.5616,0,0,1541.1906,12108499,48178255,29525278,30858464,149948.14096577888,1.0651666666666666
United Kingdom of Great Britain and Northern Ireland,2006,0.8559,0.3911,1310.2799,1463.3911657788956,26424.8722,890,10136.9391,-13564.8333,0,22760.5523,10599.0483,2113.5526,3869.9104,18747.8641,12840.7634,1025.1938,37970.4642,3094.2445,4629.4443,5930.8089,0,0,1290.1009,12039836,48762965,29752816,31050884,151533.84376577887,1.3555
United Kingdom of Great Britain and Northern Ireland,2007,6.717,0.4732,1208.0889,1463.3911657788956,26409.7813,628,10276.6951,-13564.8333,0,21681.9738,10712.4848,2099.2811,3959.6339,7658.4103,12654.5427,1037.5086,39619.2206,3004.1823,4520.8392,5796.1834,0,0,1253.7939,11988805,49425855,29998911,31261766,140426.3679657789,1.2433333333333334
United Kingdom of Great Britain and Northern Ireland,2008,0,0,1519.5111,1463.3911657788956,26402.2901,565,9929.846,-13564.8333,0,20597.894,11229.0656,2033.9141,3933.3492,7714.2644,12296.8316,1095.3201,38355.2297,2955.8249,4423.1874,5671.747,0,0,1192.0495,11945543,50130678,30258873,31483278,137813.8825657789,0.7360833333333333
United Kingdom of Great Britain and Northern Ireland,2009,1.0135,0.1062,1356.7678,1463.3911657788956,26398.0759,529,9689.4724,-13564.8333,0,18774.1828,10582.7485,1710.4562,3278.4828,8065.3121,10350.9224,1196.4069,36081.8825,2903.511,4276.4535,5561.3403,0,0,1152.2789,11898094,50824513,30527585,31715793,129806.97156577888,0.8669166666666667
United Kingdom of Great Britain and Northern Ireland,2010,1.8456,0.261,1320.1759,1463.3911657788956,26404.7373,399,9671.1994,-13564.8333,0,19702.1575,11132.7806,1828.7187,3339.8744,8063.0136,11002.1518,1194.8854,37430.398,2893.6547,4262.6167,5567.6072,0,0,1506.3579,11837146,51469697,30802755,31957283,133619.99356577892,-0.287
United Kingdom of Great Britain and Northern Ireland,2011,2.6992,0.261,1356.4414,1463.3911657788956,26416.345,386,9560.7143,-11939.4,0,17653.8393,10816.2142,1754.1028,3120.2415,8098.3643,10852.8514,1283.6063,37689.7289,2866.7617,4273.5019,5506.5307,0,0,1461.5303,11760347,52051535,31082938,32203425,132623.7253657789,1.295
United Kingdom of Great Britain and Northern Ireland,2012,2.5616,0.3914,1232.0296,1463.3911657788956,26420.235,428,9523.5115,-11939.4,0,19346.6458,11794.8626,1902.9906,3165.6884,7810.6662,11323.5276,1315.5349,37929.5762,2857.817,4313.5066,5487.793,0,0,1596.2956,11669597,52580733,31362781,32445946,135975.62476577886,0.5110833333333333
United Kingdom of Great Britain and Northern Ireland,2013,0,0,1256.5089,1463.3911657788956,26434.0907,410,9532.2713,-11939.4,0,18310.1833,11619.5342,1781.3439,2949.6892,7840.8199,11102.0638,1328.4156,38810.3826,2885.891,4355.3517,5566.2657,0,0,1562.4941,11569344,53071766,31629550,32672747,135269.2970657789,0.5066666666666667
United Kingdom of Great Britain and Northern Ireland,2014,0,0,1524.4761,1463.3911657788956,26414.9595,412,9711.6868,-11939.4,0,15666.9952,10578.069,1600.263,2761.2713,7687.5616,10362.8146,1373.8071,39602.4426,2911.1097,4427.4593,5599.542,0,0,1453.5104,11465340,53550346,31883658,32889846,131611.9593657789,1.6023333333333334
United Kingdom of Great Britain and Northern Ireland,2015,1.2531,0,1534.774,1463.3911657788956,26414.9595,392,9901.7712,-11939.4,0,14231.2956,9883.1539,1445.8957,2513.5843,7790.228,9234.4957,1354.2051,39933.6826,2934.9357,4413.0047,5661.0636,0,0,1656.496,11361769,54035311,32128081,33096283.000000004,128820.7898657789,0.8846666666666666
United Kingdom of Great Britain and Northern Ireland,2016,0.2974,0,1373.8427,1463.3911657788956,26423.5259,385,10125.8305,-13596,0,12629.927,9170.9221,1207.3864,2223.1295,8047.7912,8684.5393,1433.4352,39975.8535,2972.6212,4479.4038,5731.087,0,0,2038.6787,11259199,54529375,32362414,33292789,124770.66256577888,1.0165
United Kingdom of Great Britain and Northern Ireland,2017,0.3951,0.2609,1438.4412,1463.3911657788956,26425.3307,367,10147.3998,-13596,0,11588.7212,8608.7175,1075.5974,2037.0991,8273.9217,8473.7665,1502.0778,40103.1935,3005.441,4546.3843,5769.3324,0,0,2092.1457,11156164,55025421,32584428,33480376,123322.61696577891,1.2915
United Kingdom of Great Britain and Northern Ireland,2018,2.8997,1.0193,1318.6832,1443.2633092687029,26404.6942,374,10115.7423,-13596,0,11266.1998,8192.0388,995.6855,1932.1149,8541.6514,8586.4973,1522.2312,40285.038,2996.527,4446.1927,5762.2647,0,0,1883.7142,11052278,55521226,32784781.000000004,33648212,122474.45750926872,1.1328333333333334
United Kingdom of Great Britain and Northern Ireland,2019,7.4606,1.436,1574.4891,1443.2633092687029,26408.216,364,10024.2111,-13596,0,10512.115,7650.5984,884.8051,1849.0059,8789.4516,8230.2448,1535.9812,39519.678,2963.9432,4405.0943,5718.7868,0,0,1950.4057,10946740,56012276,32972061,33806598,120237.18610926872,1.1720833333333334
United Kingdom of Great Britain and Northern Ireland,2020,1.6838,0.5218,1183.0385,1443.2633092687029,26394.6895,281,8251.6247,-13596,0,10572.8533,7075.8256,576.9391,1718.3111,9027.9147,7852.3362,1662.7597,36955.4516,2922.8374,4315.9275,5663.9304,0,0,454.2461,10839028,56495180,33122378,33937096,112759.1543092687,1.3198333333333332
United Republic of Tanzania,1990,8659.1829,7156.834,287.3394,1673.0364,4685.5307,0,96.2423,0,46921.6,8.0824,169.3604,8.3854,0.0776,4669.496,150.57393342476297,356.4910168671663,442.945,190.8121,6579.568,555.7818,0,4702.2918,10.7537,20651764,4807840,12959424,13246588,87324.38485029193,0.2155833333333333
United Republic of Tanzania,1991,8659.1829,7156.834,299.0703,1604.2874,4685.5307,0,100.8483,0,46921.6,9.0207,176.2169,8.3008,0.0776,5383.8312,150.57393342476297,356.4910168671663,450.45,195.1814,6656.788,563.6806,0,4702.2918,11.5047,21260528,5054485,13289463,13601442,88091.76225029195,0.33625
United Republic of Tanzania,1992,8659.1829,7156.834,288.5386,1333.9474,4685.5307,0,91.287,0,46921.6,10.7476,182.8571,8.2528,0.0757,5929.5558,150.57393342476297,356.4910168671663,457.485,199.672,6738.6825,569.9737,0,4702.2918,9.7787,21902079,5317540,13620921,13959802,88453.35825029195,0.3079166666666666
United Republic of Tanzania,1993,8659.1829,7156.834,304.2851,1539.0194,4685.5307,0,93.8076,0,46921.6,12.8548,102.0731,9.6615,0.0799,6355.4881,150.57393342476297,356.4910168671663,465.255,202.4367,6810.6371,576.7183,0,4702.2918,9.979,22556881,5592447,14071279,14397738,89114.79995029194,0.1448333333333333
United Republic of Tanzania,1994,8659.1829,7156.834,258.0366,1534.2331,4685.5307,11,93.8076,0,46921.6,16.6142,113.0833,11.8364,0.0799,6694.2559,150.57393342476297,356.4910168671663,381.29,202.1894,6865.1809,579.1389,0,4702.2918,9.979,23197440,5873175,14665108,14933216,89403.22955029196,0.3363333333333333
United Republic of Tanzania,1995,8659.1829,7156.834,331.2369,1714.3728,4696.7132,11,114.7458,0,46921.6,20.5716,159.3586,15.356,0.4681,6982.1754,150.57393342476297,356.4910168671663,504.06,215.3406,7821.8375,658.9603,0,4702.2918,12.6535,23805808,6154968,15155265,15404806,91205.82395029192,0.3745
United Republic of Tanzania,1996,8558.633,1496.7079,357.5359,2233.9061,4695.5298,0,142.8033,0,46921.6,16.0446,193.079,11.9148,0.8561,7208.7362,150.57393342476297,356.4910168671663,562.565,208.0299,7000.815,594.1968,0,857.9375,17.3415,24375746,6436108,15413954,15726779,81585.29735029192,0.21
United Republic of Tanzania,1997,8293.068,1535.9166,293.8958,1911.4822,4704.1399,0,131.5718,0,46921.6,25.1074,236.6452,14.9934,1.6325,7407.369,150.57393342476297,356.4910168671663,527.07,213.8656,7084.2296,602.96,0,781.3374,18.232,24916971,6718280,15711433,16074413,81212.18135029194,0.5166666666666667
United Republic of Tanzania,1998,10336.3387,2248.2038,367.7263,2847.8604,4712.0644,13.520490318260515,153.2983,0,46921.6,5.3794,191.2676,2.5375,3.1852,7601.1853,150.57393342476297,356.4910168671663,597.31,230.2304,7220.6261,613.3183,0,949.3869,21.9422,25445493,7006220,16126609,16499889,85544.04624061019,0.6135833333333333
United Republic of Tanzania,1999,8440.6199,1261.381,301.0663,1649.5399,4736.8274,12.825481013058168,109.9938,0,46921.6,9.3294,282.9105,4.3049,4.7374,7764.7302,246.00385539412565,356.4910168671663,625.815,232.9758,8538.6813,729.7402,0,684.202,16.825,25985081,7306459,16558330.000000002,16941443,82930.60035327435,-0.32325
United Republic of Tanzania,2000,6118.6452,658.0443,296.5845,1808.3587,4724.4399,13.148013896248244,139.3813,0,46921.6,17.4507,405.9421,9.4829,6.2893,7890.0242,181.7215999345217,356.4910168671663,632.585,234.2845,8365.5187,714.7916,0,406.7422,18.6641,26553317,7624725,17040809,17422895,79920.18983069791,0.55875
United Republic of Tanzania,2001,6575.9676,4663.3505,325.7822,1765.978,4710.5694,25.22291439533959,188.7656,0,46921.6,8.0562,639.57,4.239,7.8419,8000.2639,238.61030496087264,356.4910168671663,665.62,244.322,8551.6773,728.9837,0,3137.7367,26.485,27154582,7962437,17511199,17903270,87787.13323622337,0.4696666666666667
United Republic of Tanzania,2002,8740.4159,5910.8697,429.1814,2461.0387,4700.0411,33.88940627667024,240.2898,0,46921.6,7.4532,571.1512,3.4034,9.3945,8113.5465,396.8893641353241,356.4910168671663,738.92,259.7165,8767.5254,743.1522,0,4413.6598,33.7051,27785622,8320186,17969988,18383543,93852.33418727914,0.6375833333333333
United Republic of Tanzania,2003,11667.6249,10245.309,368.0082,2701.225,4696.4371,43.689702616888844,256.6204,0,46921.6,7.2842,520.8135,3.1769,10.9469,8210.8933,421.1347437676313,356.4910168671663,809.485,274.386,9014.8652,760.4256,0,6838.78,35.9476,28377799,8771273,18446378,18887539,104165.14426325168,1.05775
United Republic of Tanzania,2004,10231.1078,9475.5968,483.8788,2667.8513,4675.2,44.24194109386936,276.1496,0,46921.6,43.6091,596.5077,32.5281,12.4995,8306.0257,421.1347437676313,356.4910168671663,855.315,289.3418,8978.04,754.4045,0,7544.533,38.6828,28984506,9265478,18943000,19417879,103004.73920172866,0.8723333333333333
United Republic of Tanzania,2005,11783.5924,12342.558,454.6824,3054.4989,4677.2487,46.75444801488343,301.017,0,46921.6,37.5354,577.0596,37.0346,14.0521,8395.5017,421.1347437676313,356.4910168671663,966.41,299.165,9108.3103,763.7845,0,8440.1385,42.393,29619018,9791527,19465727,19973779,109040.96230864969,1.1249166666666666
United Republic of Tanzania,2006,7574.9351,9219.2012,452.432,2757.66,4670.8685,46.75444801488343,320.1903,0,46921.6,43.3453,2077.2783,45.8462,15.6106,8463.3934,566.3338405574318,363.1460657946652,904.035,319.897,9545.7538,795.1535,0,7377.215,45.094,30282031,10352917,20010132,20551919,102525.7436,0.6724166666666668
United Republic of Tanzania,2007,10074.9114,8681.1228,482.4866,2427.8869,4650.0072,46.75444801488343,312.3019,0,46921.6,54.5914,2265.609,38.4425,15.6106,8552.9147,572.6463127829911,363.1460657946652,986.925,323.2734,9596.0282,799.0696,0,6117.8969,42.2164,30972693,10951022,20570092,21146405,103325.44132659255,0.7947500000000001
United Republic of Tanzania,2008,9608.682,9292.9312,562.705,3862.3862,4634.583,0,336.7866,0,46921.6,53.3409,2489.7237,38.0567,15.6128,8636.9977,579.8899759118887,363.1460657946652,1039.08,337.2255,9782.5173,811.9838,0,6396.6257,59.7896,31684102,11586042,21125684,21745199,105823.66374170656,0.5238333333333333
United Republic of Tanzania,2009,9921.316,10864.402,500.4455,3505.4573,4627.6105,0,328.2747,0,46921.6,43.0059,2717.0947,29.7414,11.7379,8734.3287,579.8899759118887,363.1460657946652,1118.5,343.6853,9923.5001,823.2795,0,6496.5112,49.2362,32408679,12255552,21632887,22325047,107902.76294170656,0.85825
United Republic of Tanzania,2010,10688.8556,10028.2165,644.6151,4944.225,4629.9652,0,385.9922,0,46921.6,58.0266,2951.7357,47.6787,17.5611,8821.6624,602.6505642,363.1460657946652,1266.185,347.66,9995.2569,829.4009,0,5730.187,56.2825,33138622.000000004,12959969,22176064,22934464,109330.90302999724,1.0006666666666666
United Republic of Tanzania,2011,9055.1388,8436.8525,614.5665,4870.4026,4625.8377,0,423.1329,0,46921.8523,77.9274,3212.3018,62.1576,17.5521,8920.8976,610.5348112412017,363.1460657946652,1304.135,362.7357,11131.4193,918.2682,0,6177.1087,59.7896,33871494,13699408,22811421,23604611,108165.75717703586,0.70775
United Republic of Tanzania,2012,9867.0685,9525.5068,633.1284,3478.1796,4623.7395,0,535.4628,0,46921.8523,110.6397,3495.6985,79.7669,17.5553,9017.3253,639.9627132963137,363.1460657946652,1382.085,370.4174,11794.163,971.8831,0,5882.0031,63.2995,34606978,14476019,23483484,24302653,109772.8835,0.8565
United Republic of Tanzania,2013,8848.9208,7548.3295,670.0909,4039.1015,4611.5951,0,607.5899,0,46921.8523,138.331,3796.5026,89.6386,15.5173,9116.5355,639.9627132963137,363.1460657946652,1330.3,380.145,12556.2574,1033.0052,0,4671.9975,66.8359,35346511,15290084,24210106,25043537,107445.65477909098,0.9140833333333332
United Republic of Tanzania,2014,7809.857,7365.2985,717.8623,4165.047,4605.3033,0,529.1019,0,46921.8523,123.4187,4197.2703,69.8401,16.2723,9202.1178,788.8142887817754,363.1460657946652,1498.25,390.0971,13194.2632,1083.654,0,4804.5851,70.3458,36092092,16142777,24985511,25829040,107916.39705457645,0.92625
United Republic of Tanzania,2015,8773.2998,10160.6597,687.4573,5023.3168,4605.3033,0,518.4625,0,46921.8523,138.5568,4528.4718,75.3654,17.2738,9270.6438,788.8142887817754,363.1460657946652,1638.85,386.2368,13455.2567,1106.4799,0,5836.3753,73.8529,36844744,17035213,25860541,26682282,114369.67525457645,1.0780833333333333
United Republic of Tanzania,2016,8421.4924,9208.313,690.2927,4521.7888,4542.7753,0,515.9726,0,59156.5333,149.5394,4909.5819,57.0563,16.6628,9351.6027,788.8142887817754,363.1460657946652,2006.8,390.2462,13602.1446,1120.2273,0,5353.7155,77.3893,37603765,17968436,26813222,27588579,125244.09445457644,1.03875
United Republic of Tanzania,2017,6792.1681,9517.3012,731.7093,4774.4978,4538.8152,0,560.6555,0,59156.5333,164.9714,5659.9585,55.2483,15.5551,9425.9011,788.8142887817754,363.1460657946652,2067.4,387.0508,13442.2648,1107.5928,0,6663.4667,80.8992,38367191,18942828,27762906,28504126,126293.94945457645,1.453
United Republic of Tanzania,2018,6312.7216,7079.7641,712.0791,4494.3632,4529.3471,0,609.1435,0,59156.5333,167.693,6113.9924,59.0492,14.7316,9507.5798,2013.275729,363.1460657946652,2195.35,395.0657,13784.6939,1133.723,0,4496.4684,80.8992,39132847,19958545,28679332,29411111,123219.61989451162,1.0371666666666666
United Republic of Tanzania,2019,7095.9473,6978.071,700.7068,4579.8425,4526.1383,0,631.168,0,59156.5333,184.3931,6699.6519,56.5109,14.916,9584.3873,2538.706146,363.1460657946652,2970.65,400.4126,14030.7929,1152.8803,0,4568.4102,84.6108,39898166,21015391,29563439,30309141,126317.87541207658,1.3797499999999998
United Republic of Tanzania,2020,6818.0889,5876.0538,859.0343,6905.1455,4525.5044,0,732.969,0,59156.5333,187.3797,7338.3075,56.5109,12.4396,9659.0689,5618.568018703136,363.1460657946652,2978.6,407.3889,14309.6618,1173.9801,0,3913.8565,84.6108,40661266,22113353,30475454,31229064,130976.8479844978,1.10125
United States of America,1990,1391.1481,1999.5617,19193.1314,11195.52,50713.3546,13772,45410.2673,-520573.1593,61079.6853,101693.496,44731.2562,17495.4539,31702.357,46613.0592,50544.5039,22877.8377,314656.626,13156.7724,33908.8051,47024.7024,0,9.8513,54454.7092,62373717,190156233,121451448,126632284,463050.9393999999,0.7335833333333334
United States of America,1991,1391.1481,1999.5617,17574.1126,11029.312,50713.3546,13139,44566.9408,-520573.1593,61079.6853,104758.0308,44971.2784,18300.5999,38855.8107,47124.055,52404.5683,22800.965,312837.4278,13370.985,34160.5994,48206.0451,0,9.8513,54565.6091,61957131,193017688,123229931,128330258,473285.78159999993,0.7063333333333333
United States of America,1992,1391.1481,1999.5617,20964.8025,12421.402,50713.3546,14109,46198.5933,-520573.1593,61079.6853,106718.8184,45871.0346,18982.7274,33649.0976,47504.7182,48129.7976,22372.7226,320444.4469,13536.5761,34615.9924,48416.2439,0,9.8513,57469.9273,61539241,195915032,125081499,130093840,486026.3425,0.253
United States of America,1993,1391.1481,1999.5617,16761.5327,11235.602,50566.2744,12948,45175.674,-520573.1593,61079.6853,112357.2062,47135.865,19480.2943,32160.092,47811.0237,45260.0292,21878.8558,325588.2941,13647.6917,35209.6896,48426.0899,0,9.8513,54689.318,61136396,198883790,126914111,131865642,484238.6197000001,0.1535
United States of America,1994,1391.1481,1999.5617,21370.6468,13151.11,50418.1314,14401,46739.0889,-520573.1593,61079.6853,112217.6944,48405.7943,19975.3875,30716.0578,48137.728,45362.5569,22186.9876,338012.7498,13838.201,35866.6605,49165.7227,0,9.8513,55539.8937,60759735,201981831,128685441,133588147,509412.4984,0.47025
United States of America,1995,1391.1481,1999.5617,17800.1615,12266.758,50644.8303,14385,48222.8851,-520573.1593,61079.6853,114696.9035,50504.8429,20486.748,47431.6157,48647.3818,89108.745,22064.775,350527.3675,14009.1078,36500.9634,48925.8298,0,9.8513,55641.1573,60418447,205240402,130409307,135251249,585772.1597,0.5501666666666667
United States of America,1996,1694.8841,3286.2536,20507.4875,11120.55,50592.6066,15407,49281.0736,-520573.1593,61079.6853,121142.5146,53081.5917,21250.7974,47688.537,48882.177,90262.9988,22292.7652,356008.6224,14165.6572,36791.2361,48335.8702,0,31.8122,57001.184,60116332,208687092,132102704,136881644,609332.1452,-0.022
United States of America,1997,757.1947,1553.0516,21112.9227,12306.35,50567.2159,15751,49947.1636,-520573.1593,61079.6853,128087.6298,59266.073,23685.1505,49411.787,49090.8653,101575.4286,22639.4241,368921.9137,14289.222,36116.7267,49668.2577,0,20.0971,57728.8676,59846913,212289638,133841089,138554350,653002.8676,0.4008333333333333
United States of America,1998,1225.4008,3099.349,21686.8186,12917.184,50635.6846,15338,51078.7758,-520573.1593,61079.6853,128467.242,60434.8503,24228.4235,39767.3533,49216.2742,100704.5241,22856.3435,386111.1599,14115.9117,35446.7894,49618.7452,0,34.0896,53453.6536,59579370,215963233,135608335,140226682,660943.0991000001,1.33575
United States of America,1999,1288.5873,3578.5759,20870.3254,13928.446,50729.4442,14257,52539.525,-520573.1593,61079.6853,129149.7997,62130.389,24228.3967,38126.0992,49516.3171,95857.2674,23244.0165,396966.7424,13993.7167,35208.477,48635.7267,0,104.6641,50059.8887,59280892,219581385,137352055,141829526,664919.931,0.72175
United States of America,2000,1385.9744,3687.677,21221.4989,12052.53,50822.9982,14009,53934.1864,-520573.1593,61079.6853,132175.0807,64978.8731,24527.801,41041.2112,49632.5016,103509.458,23181.9547,411027.7612,14136.4909,34878.1471,48654.7205,0,38.6139,53054.1566,59054865,222927913,139026949,143371604,698457.1614000001,0.8545833333333334
United States of America,2001,497.1015,534.9642,20442.3218,13143.172,50758.8345,13951,54213.6256,-442325.7227,0,136593.2212,69850.3092,25591.8483,40868.0385,49555.0914,107791.9312,23306.2592,392502.7795,14221.6333,34637.7511,48726.9168,0,6.8194,57860.5746,59153827,225698564,140590133,144880360,712728.4706000001,0.9606666666666668
United States of America,2002,1111.7842,1475.6013,18976.1724,12718.832,50769.6526,13061,55804.3259,-442325.7227,0,127344.9261,66598.7706,23450.8704,30352.3799,49671.1016,100422.4017,23533.303,408020.0257,14327.1563,34526.2484,48764.6253,0,0.4175,55665.2389,59200835,228306012,142009475,146340777,694269.1111000002,1.0111666666666668
United States of America,2003,1188.3672,1224.2156,21084.5303,11886.028,50769.9151,12251,57283.6406,-442325.7227,0,126022.5938,68635.9093,24707.5211,30395.4218,49613.1629,103331.1475,23885.3886,417974.4262,14231.0206,34527.2311,48890.1443,0,0,50144.671,59214430,230813194,143359093,147750727,705720.6123,0.9268333333333332
United States of America,2004,1672.1608,1201.6707,23324.6504,13186.782,50727.2621,12829,58559.26,-442325.7227,0,122426.3978,70785.5887,23707.4578,30435.3366,49695.3504,105196.094,23141.8967,445165.1724,14149.5305,34322.4123,48692.1141,0,0,61980.1758,59219920,233319404,144773307,149174579,748872.5904000001,0.8845833333333334
United States of America,2005,2406.4668,915.3977,22274.5808,13341.524,50679.6216,11951,60081.0295,-442325.7227,0,125154.43,73913.5537,24173.2562,29627.3776,49770.7592,106180.4227,23027.5898,461169.9186,14190.8604,34637.2055,49001.2134,0,0.5566,61416.6008,59237094,235892407,146223494,150619177,771587.6422000001,1.107
United States of America,2006,1749.7266,1086.7729,21149.1663,11187.974,50625.6918,12165,61485.2698,-442325.7227,0,117433.7145,74966.3325,23158.7304,28469.2646,49927.9861,111715.4567,23815.9202,478023.674,14367.9418,35299.5923,49541.0255,0,0.4175,65677.2295,59269355,238558001,147672726,152080372,789521.1643000001,1.1341666666666663
United States of America,2007,1970.7496,1558.7559,23547.3911,10898.482,50563.8669,11037,62048.1673,-442325.7227,0,119415.7487,81037.8512,22865.8386,29908.0694,50126.9296,113009.6372,22918.2402,497050.7749,14532.4763,35244.9704,50018.0282,0,1.9482,61160.3566,59309491,241285684,149147060,153596338,816589.5596,1.0154166666666666
United States of America,2008,1160.9667,2068.4252,23926.2791,11802.728,50502.9608,10876,59106.5553,-442325.7227,0,116142.4414,84070.491,21513.1261,29846.6491,50160.3901,114748.455,23062.5699,496872.5574,14756.0458,35014.6939,52002.1121,0,0,59283.771,59345012,244029055,150592791,155102120,814591.4952,0.1502499999999999
United States of America,2009,1332.1128,1093.5759,24815.3832,12306.35,50474.0471,10604,56779.4876,-442325.7227,0,109185.2986,85109.5874,21218.7192,25864.2253,50176.5705,106523.5124,22132.3595,499434.6311,14128.4036,34617.1053,50343.8768,0,2.922,55048.0868,59361054,246715308,151968684,156543351,788864.5324,0.3549166666666667
United States of America,2010,741.2273,912.6399,24102.152,14336.91,50470.9077,11314,59172.6151,-442325.7227,0,109592.6549,89222.0773,20459.172,26591.3906,50299.5206,107670.1576,22542.3979,546420.0236,14095.0647,34444.7339,50193.8557,0,0.1392,56536.7447,59344315,249297076,153272866,157909979,846792.6619999999,0.6931666666666666
United States of America,2011,2200.3468,1330.2757,22949.6934,10378.886,50446.6357,11757,59653.9278,-459348.34,0,104666.0947,90144.8329,17531.6652,24822.8187,50440.635,98535.4313,24304.0339,554787.6511,14157.7621,34020.3646,50671.6106,0,0.4174,53561.7556,59275426,251775947,154669482,159207127,817013.4985000001,0.7392500000000001
United States of America,2012,1616.5661,1173.5953,22132.1804,10624.768,50395.0639,12133,58428.9668,-459348.34,0,95256.447,88722.2066,15065.1863,23630.6622,50676.3764,97001.0433,22446.123,548942.9598,14106.3293,33393.1263,50507.8014,0,0.2783,51037.2406,59160759,254174664,156181261,160470060,787941.5809999999,1.3893333333333333
United States of America,2013,813.4448,1284.547,25374.1695,9791.964,50278.6788,12154,60908.3831,-459348.34,0,101231.3334,92370.3917,14595.6378,22904.6544,50786.1968,98699.2524,27417.8896,550123.6507,13936.5609,33005.8906,49875.5962,0,0,55433.3326,59009166,256527510,157662345,161712821,811637.2343,0.5000833333333333
United States of America,2014,946.473,1336.9865,26451.8114,11632.208,50220.1365,12111,61312.2365,-459348.34,0,102899.6201,94151.4949,13497.9636,24834.415,50924.4915,101586.7931,28404.0437,564052.9511,13968.7964,32425.8929,50759.536,0,1.2526,53366.6183,58833036,258885743,159103717,162930247,835536.3810999998,0.7614166666666667
United States of America,2015,1521.927,2235.1868,26054.2178,10212.384,50180.3232,11754,64147.0182,-459348.34,0,95512.8879,91897.6192,17430.5057,24254.4586,50659.9069,97619.014,27256.1893,569232.2148,14036.8547,32641.1287,51239.69,0,1.9482,53322.7363,58641351,261287811,160493394,164114383,831861.8713,1.5604166666666668
United States of America,2016,1214.1887,1438.7519,29390.7271,12282.536,50005.1595,11487,64980.6774,-331408.0367,59727.2867,91080.3891,90418.9514,17877.2609,23768.9908,50722.3597,102121.8059,28657.7361,568686.3602,14348.3609,33635.1063,52470.7194,0,1.9479,51375.615,58436293,263743312,161895324,165314874,1024283.894,2.000833333333333
United States of America,2017,1749.8832,2664.9144,26788.5264,9415.154,49966.2851,11345,65488.4974,-331408.0367,59727.2867,88102.4958,87886.8002,19932.3346,20429.1539,50602.1135,99687.407,32212.5996,576485.924,14555.303,34283.0121,53431.3372,0,3.4788,50577.6296,58215947,266243516,163282016,166509214,1023927.1,1.5723333333333331
United States of America,2018,1540.0409,2457.9409,26846.6988,11540.97,50091.9803,11207,67945.765,-331408.0367,59727.2867,94024.7859,87771.8703,18522.7103,19689.1237,50458.9393,100011.3424,34560.6132,575492.8148,14639.287,34517.9825,54262.4288,0,3.4785,51007.8455,57980034,268786714,164538320,167601717,1034912.8681000002,1.2431666666666663
